kanji	JLPT	grade	example1	other examples
釈	3	S	解釈|かいしゃく|explanation; interpretation|3	[]
奨	3	S	奨学金|しょうがくきん|scholarship|3	[]
臭	3	S	臭い|くさい|stink; smelly (bad)|3	['生臭い|なまぐさい|smelling of fish or blood; fish or meat|1']
随	3	S	随分|ずいぶん|extremely|3	[]
悟	3	S	覚悟|かくご|resolution; resignation; readiness; preparedness|3	[]
及	3	S	及ぼす|およぼす|to exert; to cause; to exercise|3	['追及|ついきゅう|gaining on; carrying out; solving (crime)|1', '及び|および|and; as well as|1']
較	3	S	比較|ひかく|comparison|3	[]
裸	3	S	裸|はだか|naked; nude|3	[]
含	3	S	含む|ふくむ|to hold in the mouth; to bear in mind|3	['含嗽|うがい|gargle; rinse mouth|1']
占	3	S	占める|しめる|to comprise; to account for; to make up (of); to hold; to occupy|3	['独占|どくせん|monopoly|1', '占領|せんりょう|occupation; capture; possession; have a room to oneself|1']
抗	3	S	抵抗|ていこう|resistance; opposition; electrical resistance; |3	['対抗|たいこう|opposition; antagonism|1', '抗議|こうぎ|protest; objection|1']
渋	3	S	渋滞|じゅうたい|congestion (e.g. traffic); delay; stagnation|3	[]
剣	3	S	真剣|しんけん|seriousness; earnestness|3	[]
芝	3	S	芝生|しばふ|lawn|3	['芝|しば|lawn; sod; turf|1']
沈	3	S	沈む|しずむ|to sink; to feel depressed|3	['沈没|ちんぼつ|sinking; foundering|1', '沈黙|ちんもく|silence; reticence|1']
塔	3	S	塔|とう|tower; pagoda|3	[]
駄	3	S	駄目|だめ|useless; no good; hopeless|3	['下駄|げた|geta (Japanese footwear); wooden clogs|2', '駄作|ださく|poor work; rubbish|1']
与	3	S	与える|あたえる|to give; to present; to award|3	['与党|よとう|government party; (ruling) party in power; government|1', '寄与|きよ|contribution; service|1']
詰	3	S	詰める|つめる|to pack; to shorten; to work out (details)|3	['瓶詰|びんづめ|bottling; bottled|2', '缶詰|かんづめ|packing (in cans); canning; canned goods; tin can|2']
覆	3	S	覆う|おおう|to cover; to hide; to conceal; to wrap; to disguise|3	['覆す|くつがえす|to overturn; to upset; to overthrow; to undermine|1']
既	3	S	既に|すでに|already; too late|3	[]
隠	3	S	隠れる|かくれる|to hide; to be hidden; to conceal oneself; to disappear|3	['隠居|いんきょ|retirement; retired person|1']
更	3	S	変更|へんこう|change; modification; alteration|3	['更ける|ふける|to get late; to advance; to wear on|2', '尚更|なおさら|all the more; still less|1']
拍	3	S	拍手|はくしゅ|clapping hands; applause|3	[]
唯	3	S	唯|たった|only (use with a word which indicates numbers)|3	['唯一|ゆいいつ|only; sole; unique|3']
況	3	S	状況|じょうきょう|state of affairs; situation; circumstances|3	['不況|ふきょう|recession; depression; slump|1', '好況|こうきょう|prosperous conditions; healthy economy|1']
睡	3	S	睡眠|すいみん|sleep|3	[]
冒	3	S	冒険|ぼうけん|risk; venture; adventure|3	[]
掲	3	S	掲示|けいじ|notice; bulletin|3	['掲載|けいさい|appearance (e.g. article in paper)|1']
僚	3	S	同僚|どうりょう|coworker; colleague; associate|3	[]
眺	3	S	眺める|ながめる|to view; to gaze at|3	[]
怪	3	S	怪我|けが・する|injury (to animate object); hurt; to injure|3	['怪獣|かいじゅう|monster|1']
丘	3	S	丘|おか|hill; height; knoll; rising ground|3	[]
煙	3	S	禁煙|きんえん|No Smoking!|3	['煙突|えんとつ|chimney|2', '煙い|けむい|smoky|2']
析	3	S	分析|ぶんせき|analysis|3	[]
沖	3	S	沖|おき|open sea|3	[]
徴	3	S	特徴|とくちょう|distinctive feature; characteristic|3	['象徴|しょうちょう|symbol|1']
濃	3	S	濃い|こい|thick (as of color; liquid); dense; strong|3	[]
湾	3	S	湾|わん|bay; gulf; inlet|3	[]
徐	3	S	徐々に|じょじょに|slowly; little by little; gradually; steadily; quietly|3	['徐行|じょこう|going slowly|1']
罰	3	S	罰する|ばっする|to punish; to penalize|3	['処罰|しょばつ|punishment|1', '刑罰|けいばつ|judgement; penalty; punishment|1']
粗	3	S	粗末|そまつ|crude; rough; plain; humble|3	['粗い|あらい|coarse; rough|2', '粗筋|あらすじ|outline; summary|1']
裕	3	S	余裕|よゆう|surplus; composure; margin; room; time; allowance; scope; rope|3	[]
僅	3	S	僅か|わずか|only; merely; a little; small quantity|3	[]
訴	3	S	訴える|うったえる|to sue (a person); to resort to; to appeal to|3	['訴え|うったえ|lawsuit; complaint|1']
腰	3	S	腰|こし|hip|3	['腰掛け|こしかけ|seat; bench|2']
愉	3	S	愉快|ゆかい|pleasant; happy|3	[]
頃	3	S	近頃|ちかごろ|lately; recently; nowadays|3	['手頃|てごろ|moderate; handy|2', '年頃|としごろ|age; marriageable age; age of puberty; adolescence; for some years|1']
屈	3	S	退屈|たいくつ|tedium; boredom|3	['窮屈|きゅうくつ|narrow; tight; stiff; rigid; uneasy; formal; constrained|1', '屈折|くっせつ|bending; indentation; refraction|1']
撃	3	S	撃つ|うつ|to attack; to defeat; to destroy|3	['打撃|だげき|1. blow; shock; strike; damage; 2. batting (baseball)|1', '反撃|はんげき|counterattack; counteroffensive; counterblow|1']
貢	3	S	貢献|こうけん|contribution; services|3	[]
嵐	3	S	嵐|あらし|storm; tempest|3	[]
稼	3	S	稼ぐ|かせぐ|to earn income; to labor|3	[]
炎	3	S	炎|ほのお|flame|3	[]
霧	3	S	霧|きり|fog; mist|3	[]
沢	3	S	贅沢|ぜいたく|luxury; extravagance|3	['光沢|こうたく|brilliance; polish; lustre; glossy finish (of photographs)|1']
糧	3	S	食糧|しょくりょう|provisions; rations|3	[]
癖	3	S	癖|くせ|a habit (often a bad habit); peculiarity|3	[]
爆	3	S	爆発|ばくはつ|explosion; detonation; eruption|3	['爆破|ばくは|blast; explosion; blow up|1', '原爆|げんばく|atomic bomb|1']
鬼	3	S	鬼|おに|ogre; demon; it (i.e.; in a game of tag)|3	[]
患	3	S	患者|かんじゃ|a patient|3	[]
卓	3	S	食卓|しょくたく|dining table|3	[]
伺	3	S	伺う|うかがう|(hon) to visit; to ask; to inquire|3	[]
恋	3	S	恋人|こいびと|lover; sweetheart|3	['失恋|しつれん|disappointed love; broken heart; unrequited love; be lovelorn|2', '恋しい|こいしい|dear; beloved; darling; yearned for|2']
虎	3	S	虎|とら|tiger|3	[]
双	3	S	双子|ふたご|twins; a twin|3	[]
監	3	S	監督|かんとく|supervision; control; superintendence|3	[]
薦	3	S	推薦|すいせん|recommendation|3	[]
維	3	S	維持|いじ|maintenance; preservation|3	[]
恐	3	S	恐怖|きょうふ|be afraid; dread; dismay; terror|3	['恐れる|おそれる|to fear; to be afraid of|3', '恐縮|きょうしゅく|shame; very kind of you; sorry to trouble|2']
互	3	S	互い|たがい|mutual; reciprocal|3	['相互|そうご|mutual; reciprocal|2', '交互|こうご|mutual; reciprocal; alternate|1']
端	3	S	途端|とたん|just (now; at the moment; etc.)|3	['先端|せんたん|pointed end; tip; fine point|2', '半端|はんぱ|remnant; fragment; incomplete set; fraction; odd sum; incompleteness|1']
鋭	3	S	鋭い|するどい|pointed; sharp|3	[]
避	3	S	避ける|さける|to avoid (physical contact ); to ward off; to avert|3	[]
仰	3	S	信仰|しんこう|(religious) faith; belief; creed|3	['仰っしゃる|おっしゃる|to say; to speak; to tell; to talk|1']
偉	3	S	偉大|いだい|greatness|3	[]
銃	3	S	銃|じゅう|gun|3	[]
契	3	S	契約|けいやく|contract; compact; agreement|3	['契機|けいき|opportunity; chance|1']
憶	3	S	記憶|きおく|memory; recollection; remembrance|3	[]
督	3	S	監督|かんとく|supervision; control; superintendence|3	[]
献	3	S	貢献|こうけん|contribution; services|3	['献立|こんだて|menu; program; schedule|2']
勘	3	S	勘|かん|perception; intuition; the sixth sense|3	['勘違い|かんちがい|misunderstanding; wrong guess|2', '勘弁|かんべん|pardon; forgiveness; forbearance|1']
豪	3	S	豪華|ごうか|wonderful; gorgeous; splendor; pomp; extravagance|3	[]
鍋	3	S	鍋|なべ|saucepan; pot|3	[]
戚	3	S	親戚|しんせき|relative|3	[]
販	3	S	販売|はんばい|sale; selling; marketing|3	[]
秀	3	S	優秀|ゆうしゅう|superiority; excellence|3	[]
儀	3	S	礼儀|れいぎ|manners; courtesy; etiquette|3	['儀式|ぎしき|ceremony; rite; ritual; service|2', '御辞儀|おじぎ|bow|2']
汗	3	S	汗|あせ|sweat; perspiration|3	[]
勧	3	S	勧める|すすめる|to recommend; to advise; to encourage; to offer (wine)|3	['勧告|かんこく|advice; counsel; remonstrance; recommendation|1', '勧め|すすめ|recommendation; advice; encouragement|1']
稲	3	S	稲|いね|rice-plant|3	[]
憩	3	S	休憩|きゅうけい|rest; break; recess; intermission|3	[]
喉	3	S	喉|のど|throat|3	[]
療	3	S	医療|いりょう|medical care; medical treatment|3	['診療|しんりょう|medical examination and treatment; diagnosis|1']
缶	3	S	缶|かん|can; tin|3	['缶詰|かんづめ|packing (in cans); canning; canned goods; tin can|2']
猿	3	S	猿|さる|monkey|3	[]
怠	3	S	怠ける|なまける|to be idle; to neglect|3	['怠い|だるい|sluggish; feel heavy; languid; dull|1', '怠慢|たいまん|negligence; procrastination; carelessness|1']
妙	3	S	妙|みょう|strange; unusual|3	['奇妙|きみょう|strange; queer; curious|3', '巧妙|こうみょう|ingenious; skillful; clever; deft|1']
審	3	S	審判|しんぱん|refereeing; trial; judgement; umpire; referee|3	['審議|しんぎ|deliberation|1', '審査|しんさ|judging; inspection; examination; investigation|1']
般	3	S	一般|いっぱん|general; liberal; universal; ordinary; average|3	[]
被	3	S	被害|ひがい|damage|3	['被せる|かぶせる|to cover (with something)|2']
幅	3	S	幅|はば|width; breadth|3	[]
柄	3	S	柄|がら|pattern|3	['人柄|ひとがら|personality; character; personal appearance; gentility|1', '間柄|あいだがら|relation(ship)|1']
輝	3	S	輝く|かがやく|to shine; to glitter; to sparkle|3	[]
斎	3	S	書斎|しょさい|study|3	[]
滞	3	S	滞在|たいざい|stay; sojourn|3	['滞る|とどこおる|to stagnate; to be delayed|1', '停滞|ていたい|stagnation; tie-up; congestion; retention; accumulation; falling into arrears|1']
脇	3	S	脇|わき|side|3	[]
依	3	S	依頼|いらい|request; commission; dispatch; dependence; trust|3	['依|い|depending on|1', '依然|いぜん|still; as yet|1']
援	3	S	援助|えんじょ|assistance; aid; support|3	['救援|きゅうえん|relief; rescue; reinforcement|1']
縄	3	S	縄|なわ|rope; hemp|3	[]
叫	3	S	叫ぶ|さけぶ|to shout; to cry|3	[]
魅	3	S	魅力|みりょく|charm; fascination; glamour|3	[]
範	3	S	範囲|はんい|extent; scope; sphere; range|3	['規範|きはん|model; standard; pattern; norm; criterion; example|1']
突	3	S	突然|とつぜん|abruptly; suddenly; unexpectedly; all at once|3	['突く|つく|to thrust; to strike; to poke|2', '突き当たる|つきあたる|to run into; to collide with|2']
譲	3	S	譲る|ゆずる|to turn over; to assign; to hand over|3	[]
描	3	S	描く|かく|to draw; to paint; to sketch; to depict; to describe|3	['描写|びょうしゃ|depiction; description; portrayal|1']
宜	3	S	宜しい|よろしい|(hon) good; OK; all right; fine; very well; will do; may; can|3	['どうぞ宜しく|どうぞよろしく|pleased to meet you|1', '宜しく|よろしく|well; properly; suitably; best regards; please remember me|1']
響	3	S	影響|えいきょう|influence; effect|3	['響く|ひびく|to resound|2', '反響|はんきょう|echo; reverberation; repercussion; reaction; influence|1']
刈	3	S	刈る|かる|to cut (hair); to mow (grass); to harvest|3	[]
香	3	S	香り|かおり|aroma; fragrance; scent; smell|3	['香辛料|こうしんりょう|spices|1']
微	3	S	微妙|びみょう|delicate; subtle|3	['顕微鏡|けんびきょう|microscope|2', '微塵|みじん|particle; atom|1']
緊	3	S	緊張|きんちょう|tension; mental strain; nervousness|3	[]
袖	3	S	袖|そで|sleeve|3	[]
腐	3	S	腐る|くさる|to rot; to go bad|3	[]
穫	3	S	収穫|しゅうかく|harvest; crop; ingathering|3	[]
施	3	S	実施|じっし|enforcement; enact; put into practice; carry out; operation|3	['施設|しせつ|institution; establishment; facility; (army) engineer|1', '施行|しぎょう|1. execution; enforcing; carrying out|1']
膝	3	S	膝|ひざ|knee; lap|3	[]
奇	3	S	奇妙|きみょう|strange; queer; curious|3	['奇数|きすう|odd number|1']
到	3	S	到着|とうちゃく|arrival|3	['到底|とうてい|(cannot) possibly|1']
是	3	S	是非|ぜひ|certainly; without fail|3	['是非とも|ぜひとも|by all means (with sense of not taking no for an answer)|1']
扱	3	S	扱う|あつかう|to handle; to deal with; to treat|3	['取り扱う|とりあつかう|to treat; to handle; to deal in|1', '扱い|あつかい|treatment; service|1']
軒	3	S	軒|のき|eaves|3	['軒並み|のきなみ|row of houses|1']
遂	3	S	遂に|ついに|finally; at last|3	['やり遂げる|やりとげる|to accomplish|1']
択	3	S	選択|せんたく|selection; choice|3	[]
詳	3	S	詳しい|くわしい|knowing very well; detailed; full; accurate|3	[]
誘	3	S	誘う|さそう|to invite; to ask; to tempt; to lure; to induce|3	['誘惑|ゆうわく|temptation; allurement; lure|1', '勧誘|かんゆう|invitation; solicitation; canvassing; inducement; persuasion; encouragement|1']
雇	3	S	雇う|やとう|to employ; to hire|3	[]
粧	3	S	化粧|けしょう|make-up (cosmetic)|3	[]
鹿	3	S	馬鹿|ばか|fool; idiot; trivial matter; folly|3	['馬鹿らしい|ばからしい|absurd|1']
刺	3	S	刺激|しげき|stimulus; impetus; incentive|3	['刺す|さす|to pierce; to stab; to prick; to thrust|2', '刺身|さしみ|sliced raw fish|2']
塀	3	S	塀|へい|wall; fence|3	[]
歓	3	S	歓迎|かんげい|welcome; reception|3	[]
抜	3	S	抜ける|ぬける|to come out; to fall out; to be omitted|3	['抜かす|ぬかす|to omit; to leave out|1', '抜け出す|ぬけだす|to slip out; to sneak away; to excel|1']
凍	3	S	凍る|こおる|to freeze; to be frozen over; to congeal|3	['凍える|こごえる|to freeze; to be chilled; to be frozen|2']
涙	3	S	涙|なみだ|tear|3	[]
劣	3	S	劣る|おとる|to fall behind; to be inferior to|3	[]
幾	3	S	幾ら|いくら|how much?; |3	['幾分|いくぶん|somewhat|2', '幾多|いくた|many; numerous|1']
抱	3	S	抱える|かかえる|to hold or carry under or in the arms|3	['介抱|かいほう|nursing; looking after|1', '辛抱|しんぼう|patience; endurance|1']
恵	3	S	知恵|ちえ|wisdom; intelligence; advice|3	['恩恵|おんけい|grace; favor; blessing; benefit|2', '恵み|めぐみ|blessing|1']
厄	3	S	厄介|やっかい|trouble; burden; care; bother|3	[]
傾	3	S	傾向|けいこう|tendency; trend; inclination|3	['傾く|かたぶく|to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to; to|1', '傾ける|かたむける|to incline; to list; to bend; to lean; to tip; to tilt; to slant; to concentrate on; to ruin (a country); to|1']
雰	3	S	雰囲気|ふんいき|atmosphere (e.g. musical); mood; ambience|3	[]
又	3	S	又|また|again; and|3	[]
瞬	3	S	一瞬|いっしゅん|a moment; an instant|3	['瞬き|またたき|wink; twinkling (of stars); flicker (of light)|1']
